Key,ShortKey,Source,Row,Module,Field,Role,CN,EN
State_2929_Desc,aWCZ,z状态表_State_A.csv,2036,State,Desc,,队伍唯一：装备者每造成 1 次伤害，有 <WeaponEffect_Num:[StateArg3]%> 几率使装备者获得 2% 临时暴击伤害。装备者释放狂气爆发后对随机敌人造成 3 次等同于装备者攻击力 <WeaponEffect_Num:[StateArg1]%> 的主动伤害。若当前界域为「血肉」，装备者每吞噬一个胚胎，就使胚胎融合 +<WeaponEffect_Num:[StateArg2]%> 。,"Whenever the wielder deals DMG, each hit has a <WeaponEffect_Num:[StateArg3]%> chance to increase their Crit. DMG by +2% this turn.\nWhenever the wielder's Exalt triggers <DevouredIconKeywords:Devour>, increase <EmbryoFusionIconKeywords:Embryo Fusion> by +<WeaponEffect_Num:[StateArg2]%>.\nAfter the wielder Exalts, they deal Active DMG to a random enemy 3 times equal to <WeaponEffect_Num:[StateArg1]%> of the wielder's ATK."
State_2929_WeaponDesc,aWDb,z状态表_State_A.csv,2036,State,WeaponDesc,,装备者每造成 1 次伤害，有 <WeaponEffect_Num:[StateArg3]%> 几率使装备者获得 2% 临时暴击伤害。装备者释放狂气爆发后对随机敌人造成 3 次 [DescArg1] 点主动伤害。若当前界域为「血肉」，装备者每吞噬一个胚胎，就使胚胎融合 +<WeaponEffect_Num:[StateArg2]%> 。,"Whenever the wielder deals DMG, each hit has a <WeaponEffect_Num:[StateArg3]%> chance to increase their Crit. DMG by +2% this turn.\nWhenever the wielder's Exalt triggers <DevouredIconKeywords:Devour>, increase <EmbryoFusionIconKeywords:Embryo Fusion> by +<WeaponEffect_Num:[StateArg2]%>.\nAfter the wielder Exalts, they deal <Damage:[DescArg1]> Active DMG to a random enemy 3 times."
Item_10069_Name,aCNJ,d道具_Item_A.csv,378,Item,Name,,神言石板,Tablet of Scriptures
State_3755_Desc,aXEZ,z状态表_State_A.csv,2033,State,Desc,,队伍唯一：装备者造成的护盾提高 <WeaponEffect_Num:[StateArg1]%>，生命回复提高 <WeaponEffect_Num:[StateArg1]%>。奇数回合结束时装备者暴击率 + <WeaponEffect_Num:[StateArg2]%>，获得  <WeaponEffect_Num:[StateArg3]> 点狂气；偶数回合结束时装备者暴击伤害  +<WeaponEffect_Num:[StateArg2]%>，获得  <WeaponEffect_Num:[StateArg4]> 银钥能量。若当前界域为「血肉」使猩红熔炉积攒上限提高  <WeaponEffect_Num:[StateArg5]%>。,"Shield gained from and HP recovered by the wielder each +<WeaponEffect_Num:[StateArg1]%>, and maximum Crimson Furnace storage +<WeaponEffect_Num:[StateArg5]%>.\nAt the end of each odd turn, the wielder gains +<WeaponEffect_Num:[StateArg2]%> Crit. Rate and <WeaponEffect_Num:[StateArg3]> Aliemus.\nAt the end of each even turn, the wielder gains +<WeaponEffect_Num:[StateArg2]%> Crit. DMG and you gain <WeaponEffect_Num:[StateArg4]> Keyflare."
State_3755_WeaponDesc,aXFb,z状态表_State_A.csv,2033,State,WeaponDesc,,装备者造成的护盾提高 <WeaponEffect_Num:[StateArg1]%>，生命回复提高 <WeaponEffect_Num:[StateArg1]%>。奇数回合结束时装备者暴击率 +<WeaponEffect_Num:[StateArg2]%>，获得  <WeaponEffect_Num:[StateArg3]> 点狂气；偶数回合结束时装备者暴击伤害  +<WeaponEffect_Num:[StateArg2]%>，获得  <WeaponEffect_Num:[StateArg4]> 银钥能量。若当前界域为「血肉」使猩红熔炉积攒上限提高  <WeaponEffect_Num:[StateArg5]%>。,"Shield gained from and HP recovered by the wielder each +<WeaponEffect_Num:[StateArg1]%>, and maximum Crimson Furnace storage +<WeaponEffect_Num:[StateArg5]%>.\nAt the end of each odd turn, the wielder gains +<WeaponEffect_Num:[StateArg2]%> Crit. Rate and <WeaponEffect_Num:[StateArg3]> Aliemus.\nAt the end of each even turn, the wielder gains +<WeaponEffect_Num:[StateArg2]%> Crit. DMG and you gain <WeaponEffect_Num:[StateArg4]> Keyflare."
Item_9881_Name,aGoF,d道具_Item_A.csv,379,Item,Name,,慈悲的哺育,Merciful Nurturing
State_2866_Desc,aWzE,z状态表_State_A.csv,2035,State,Desc,,队伍唯一：手牌上限 +2，回合结束时获得等同于装备者 <WeaponEffect_Num:[StateArg1]%> 银钥充能的银钥能量。每次释放钥令后，所有唤醒体获得 <WeaponEffect_Num:[StateArg2]> 点狂气，若当前界域为「血肉」，还会使胚胎融合 <WeaponEffect_Num:+[StateArg3]%> 。,"Hand Limit +2. <Italic:(Does not stack with other Wheels.)>\nAt the end of each turn, gain Keyflare equal to <WeaponEffect_Num:[StateArg1]%> of the wielder's Keyflare Regen.\nWhenever you unleash a Posse, grant all Awakeners <WeaponEffect_Num:[StateArg2]> Aliemus and increase <EmbryoFusionIconKeywords:Embryo Fusion> by +<WeaponEffect_Num:[StateArg3]%>."
State_2866_WeaponDesc,aWzG,z状态表_State_A.csv,2035,State,WeaponDesc,,手牌上限 +2，回合结束时获得 <WeaponEffect_Num:[DescArg1]> 点银钥能量。每次释放钥令后，所有唤醒体获得 <WeaponEffect_Num:[StateArg2]> 点狂气，若当前界域为「血肉」，还会使胚胎融合 <WeaponEffect_Num:+[StateArg3]%> 。,"Hand Limit +2. <Italic:(Does not stack with other Wheels.)>\nAt the end of each turn, gain <WeaponEffect_Num:[DescArg1]> Keyflare.\nWhenever you unleash a Posse, grant all Awakeners <WeaponEffect_Num:[StateArg2]> Aliemus and increase <EmbryoFusionIconKeywords:Embryo Fusion> by +<WeaponEffect_Num:[StateArg3]%>."
Item_54115_Name,aDTN,d道具_Item_A.csv,380,Item,Name,,沉入殷红,Drowning in Crimson
State_65358_Desc,aZfc,z状态表_State_A.csv,2014,State,Desc,,队伍唯一：装备者造成的基础伤害提高 <WeaponEffect_Num:[StateArg1]%>。装备者释放狂气爆发前，临时手牌上限 +1，抽 1 张装备者的指令卡。若当前界域为 「血肉」，装备者触发吞噬时临时暴击伤害提高 <WeaponEffect_Num:[StateArg1]%>，每回合最多生效 1 次。,"The wielder's Base DMG +<WeaponEffect_Num:[StateArg1]%>.\nThe first time the wielder's Exalt triggers <DevouredIconKeywords:Devour> each turn, their Crit. DMG +<WeaponEffect_Num:[StateArg1]%> this turn.\nWhen the wielder Exalts, first increase Hand Limit by +1 this turn and draw one of the wielder's Command Cards at random, then resolve the Exalt's effects."
State_65358_WeaponDesc,aZfe,z状态表_State_A.csv,2014,State,WeaponDesc,,装备者造成的基础伤害提高 <WeaponEffect_Num:[StateArg1]%>。装备者释放狂气爆发前，临时手牌上限 +1，抽 1 张装备者的指令卡。若当前界域为 「血肉」，装备者触发吞噬时临时暴击伤害提高 <WeaponEffect_Num:[StateArg1]%>，每回合最多生效 1 次。,"The wielder's Base DMG +<WeaponEffect_Num:[StateArg1]%>.\nThe first time the wielder's Exalt triggers <DevouredIconKeywords:Devour> each turn, their Crit. DMG +<WeaponEffect_Num:[StateArg1]%> this turn.\nWhen the wielder Exalts, first increase Hand Limit by +1 this turn and draw one of the wielder's Command Cards at random, then resolve the Exalt's effects."
Item_95699_Name,bzVt,d道具_Item_A.csv,381,Item,Name,,安息之吻,Kiss of Repose
State_95944_Desc,bzZy,z状态表_State_A.csv,1954,State,Desc,,队伍唯一：装备者造成的基础伤害提高 <WeaponEffect_Num:[StateArg1]%>，每造成 1 次击杀就使装备者本次探索内暴击率提高 2％ 且狂气爆发造成的基础伤害提高 <WeaponEffect_Num:[StateArg2]%>，至多叠加 10 次。若当前界域为「血肉」，对装备者直接使用「胚胎」时额外获得 <WeaponEffect_Num:[StateArg4]> 点狂气，3 回合冷却。,"The wielder's Base DMG +<WeaponEffect_Num:[StateArg1]%>.\nWhenever the wielder kills an enemy, their Crit. Rate +2% and the Base DMG of their Exalt +<WeaponEffect_Num:[StateArg2]%>. This effect stacks up to 10 times, and persists between battles.\nWhen played targeting the wielder, an ""Embryo"" grants an extra <WeaponEffect_Num:[StateArg4]> Aliemus. This effect has a 3-turn cooldown."
State_95944_WeaponDesc,bzZz,z状态表_State_A.csv,1954,State,WeaponDesc,,装备者造成的基础伤害提高 <WeaponEffect_Num:[StateArg1]%>，每造成 1 次击杀就使装备者本次探索内暴击率提高 2％ 且狂气爆发造成的基础伤害提高 <WeaponEffect_Num:[StateArg2]%>，至多叠加 10 次。若当前界域为「血肉」，对装备者直接使用「胚胎」时额外获得 <WeaponEffect_Num:[StateArg4]> 点狂气，3 回合冷却。,"The wielder's Base DMG +<WeaponEffect_Num:[StateArg1]%>.\nWhenever the wielder kills an enemy, their Crit. Rate +2% and the Base DMG of their Exalt +<WeaponEffect_Num:[StateArg2]%>. This effect stacks up to 10 times, and persists between battles.\nWhen played targeting the wielder, an ""Embryo"" grants an extra <WeaponEffect_Num:[StateArg4]> Aliemus. This effect has a 3-turn cooldown."
Item_77877_Name,aFGh,d道具_Item_A.csv,382,Item,Name,,写实主义悖谬,Paradoxical Realism
State_99723_Desc,bCqK,z状态表_State_A.csv,1944,State,Desc,,队伍唯一：装备者造成的狂气和力量获取效果提高 <WeaponEffect_Num:[StateArg1]%>。释放狂气爆发后本回合下次其他唤醒体狂气爆发最终伤害、护盾、生命回复提高 <WeaponEffect_Num:[StateArg2]%>，若本次狂气爆发触发了「吞噬」，装备者获得 <WeaponEffect_Num:[StateArg3]> 点狂气。,"Aliemus generated by and <PowerIconKeywords:STR> gained from the wielder each +<WeaponEffect_Num:[StateArg1]%>.\nAfter the wielder Exalts, the Shield gained from, Final DMG dealt & HP recovered by other Awakeners' Exalts each +<WeaponEffect_Num:[StateArg2]%> this turn.\nWhenever the wielder's Exalt triggers <DevouredIconKeywords:Devour>, they gain <WeaponEffect_Num:[StateArg3]> Aliemus."
State_99723_WeaponDesc,bCqL,z状态表_State_A.csv,1944,State,WeaponDesc,,装备者造成的狂气和力量提高 <WeaponEffect_Num:[StateArg1]%>。释放狂气爆发后本回合下次其他唤醒体狂气爆发最终伤害、护盾、生命回复提高 <WeaponEffect_Num:[StateArg2]%>，若本次狂气爆发触发了「吞噬」，装备者获得 <WeaponEffect_Num:[StateArg3]> 点狂气。,"Aliemus generated by and <PowerIconKeywords:STR> gained from the wielder each +<WeaponEffect_Num:[StateArg1]%>.\nAfter the wielder Exalts, the Shield gained from, Final DMG dealt & HP recovered by other Awakeners' Exalts each +<WeaponEffect_Num:[StateArg2]%> this turn.\nWhenever the wielder's Exalt triggers <DevouredIconKeywords:Devour>, they gain <WeaponEffect_Num:[StateArg3]> Aliemus."
Item_125195_Name,bMYc,d道具_Item_A.csv,383,Item,Name,,枉蹙眉,Vain Regrets
State_126010_Desc,bNro,z状态表_State_A.csv,1917,State,Desc,,队伍唯一：装备者造成的固定中毒和触发中毒效果提高 <WeaponEffect_Num:[StateArg1]%>，血肉界域自动回复的<EmbryoFusionIconKeywords:胚胎融合>提高 <WeaponEffect_Num:[StateArg2]%>。装备者每回合首次触发「共振」时其他唤醒体获得 <WeaponEffect_Num:[StateArg3]> 点狂气。,"Fixed-value <IntoxicationIconKeywords:Poison> inflicted and <IntoxicationIconKeywords:Poison> DMG triggered by the wielder each +<WeaponEffect_Num:[StateArg1]%>.\nAutomatic <EmbryoFusionIconKeywords:Embryo Fusion> is <WeaponEffect_Num:[StateArg2]%> faster.\nThe first time the wielder triggers <ResonanceKeywords:Resonance> each turn, grant all other Awakeners <WeaponEffect_Num:[StateArg3]> Aliemus."
State_126010_WeaponDesc,bNrp,z状态表_State_A.csv,1917,State,WeaponDesc,,装备者造成的固定中毒和触发中毒效果提高 <WeaponEffect_Num:[StateArg1]%>，血肉界域自动回复的<EmbryoFusionIconKeywords:胚胎融合>提高 <WeaponEffect_Num:[StateArg2]%>。装备者每回合首次触发「共振」时其他唤醒体获得 <WeaponEffect_Num:[StateArg3]> 点狂气。,"Fixed-value <IntoxicationIconKeywords:Poison> inflicted and <IntoxicationIconKeywords:Poison> DMG triggered by the wielder each +<WeaponEffect_Num:[StateArg1]%>.\nAutomatic <EmbryoFusionIconKeywords:Embryo Fusion> is <WeaponEffect_Num:[StateArg2]%> faster.\nThe first time the wielder triggers <ResonanceKeywords:Resonance> each turn, grant all other Awakeners <WeaponEffect_Num:[StateArg3]> Aliemus."
Item_9623_Name,aFVF,d道具_Item_A.csv,386,Item,Name,,旋转，旋转,Fouetté
State_2475_Desc,aWbT,z状态表_State_A.csv,2041,State,Desc,,队伍唯一：装备者造成的主动伤害提高等同于装备者攻击力 <WeaponEffect_Num:[StateArg3]%> 。每打出或弃掉装备者的 1 张指令卡后，对随机敌人造成等同于装备者攻击力 <WeaponEffect_Num:[StateArg1]%> 的<IntoxicationIconKeywords:中毒>。超维回合结束后，有 <WeaponEffect_Num:[StateArg2]%> 概率触发所有敌人 100％ 中毒。,"The wielder's Active DMG increases by <WeaponEffect_Num:[StateArg3]%> of their ATK.\nWhenever one of the wielder's Command Cards is played or discarded, inflict <IntoxicationIconKeywords:Poison> on a random enemy equal to <WeaponEffect_Num:[StateArg1]%> of the wielder's ATK.\nAt the end of the Ultra Round, there is a <WeaponEffect_Num:[StateArg2]%> chance to trigger 100% of each enemy's <IntoxicationIconKeywords:Poison>."
State_2475_WeaponDesc,aWbV,z状态表_State_A.csv,2041,State,WeaponDesc,,装备者造成的主动伤害提高 <WeaponEffect_Num:[DescArg2]> 点。每打出或弃掉装备者的 1 张指令卡后，对随机敌人造成 <WeaponEffect_Num:[DescArg1]> 层<IntoxicationIconKeywords:中毒>。超维回合结束后，有 <WeaponEffect_Num:[StateArg2]%> 概率触发所有敌人 [DescArg3]％ 中毒。,"The wielder's Active DMG +<WeaponEffect_Num:[DescArg2]>.\nWhenever one of the wielder's Command Cards is played or discarded, inflict <WeaponEffect_Num:[DescArg1]> <IntoxicationIconKeywords:Poison> on a random enemy.\nAt the end of the Ultra Round, there is a <WeaponEffect_Num:[StateArg2]%> chance to trigger [DescArg3]% of each enemy's <IntoxicationIconKeywords:Poison>."
Item_9789_Name,aGid,d道具_Item_A.csv,387,Item,Name,,被缚的歌谣,Song of the Bound
State_2910_Desc,aWBX,z状态表_State_A.csv,2043,State,Desc,,队伍唯一：探索开始时将一张「灵感」和装备者的「打击」加入牌库，装备者「打击」基础伤害提高 <WeaponEffect_Num:[StateArg1]%>，打出后有 <WeaponEffect_Num:[StateArg2]%> 概率抽 1 张牌。该效果每回合最多触发 1 次。若当前界域为「超维」并在超维回合中，「打击」将 1 张「灵感」置入手中，当回合最多触发 1 次。,"At the start of investigation, add 1 ""<DerivativeCardKeywords_4:Insight>"" and 1 of the wielder's Basic Strike to the deck.\nThe Base DMG of the wielder's Strike Commands +<WeaponEffect_Num:[StateArg1]%>.\nWhen one of their Strike Commands is played, there is a <WeaponEffect_Num:[StateArg2]%> chance to draw a card. This effect triggers only once each turn.\nThe first time one of their Strike Commands is played during each Ultra Round, create 1 ""<DerivativeCardKeywords_4:Insight>."""
State_2910_WeaponDesc,aWBZ,z状态表_State_A.csv,2043,State,WeaponDesc,,探索开始时将一张「灵感」和装备者的「打击」加入牌库，装备者「打击」基础伤害提高 <WeaponEffect_Num:[StateArg1]%>，打出后有 <WeaponEffect_Num:[StateArg2]%> 概率抽 1 张牌。该效果每回合最多触发 1 次。若当前界域为「超维」并在超维回合中，「打击」将 1 张「灵感」置入手中，当回合最多触发 1 次。,"At the start of investigation, add 1 ""<DerivativeCardKeywords_4:Insight>"" and 1 of the wielder's Basic Strike to the deck.\nThe Base DMG of the wielder's Strike Commands +<WeaponEffect_Num:[StateArg1]%>.\nWhen one of their Strike Commands is played, there is a <WeaponEffect_Num:[StateArg2]%> chance to draw a card. This effect triggers only once each turn.\nThe first time one of their Strike Commands is played during each Ultra Round, create 1 ""<DerivativeCardKeywords_4:Insight>."""
Item_9947_Name,aGsZ,d道具_Item_A.csv,388,Item,Name,,无法完成的演算,Incalculable Factor
State_3499_Desc,aXiw,z状态表_State_A.csv,1875,State,Desc,,队伍唯一：装备者产生的狂气提高 <WeaponEffect_Num:[StateArg1]%> 。装备者释放狂气爆发后，获得 <WeaponEffect_Num:[StateArg2]> 点银钥能量。,"Aliemus generated by the wielder +<WeaponEffect_Num:[StateArg1]%>.\nAfter the wielder Exalts, gain <WeaponEffect_Num:[StateArg2]> Keyflare."
State_3499_WeaponDesc,aXiy,z状态表_State_A.csv,1875,State,WeaponDesc,,装备者产生的狂气提高 <WeaponEffect_Num:[StateArg1]%> 。装备者释放狂气爆发后，获得 <WeaponEffect_Num:[StateArg2]> 点银钥能量。,"Aliemus generated by the wielder +<WeaponEffect_Num:[StateArg1]%>.\nAfter the wielder Exalts, gain <WeaponEffect_Num:[StateArg2]> Keyflare."
Item_9845_Name,aGlR,d道具_Item_A.csv,389,Item,Name,,迷失的道路,Path Forsaken
State_2883_Desc,aWAx,z状态表_State_A.csv,1870,State,Desc,,队伍唯一：装备者造成伤害后，有  <WeaponEffect_Num:[StateArg1]%> 的概率抽 1 张装备者的指令卡并使其算力消耗降低 1。该效果单个回合只生效 1 次。,"Whenever the wielder deals DMG, there is a <WeaponEffect_Num:[StateArg1]%> chance to draw 1 of their cards at random from the Draw or Discard Piles and reduce its Arithmetica Cost by 1. This effect triggers only once per turn."
State_2883_WeaponDesc,aWAz,z状态表_State_A.csv,1870,State,WeaponDesc,,装备者造成伤害后，有  <WeaponEffect_Num:[StateArg1]%> 的概率抽 1 张装备者的指令卡并使其算力消耗降低 1。该效果单个回合只生效 1 次。,"Whenever the wielder deals DMG, there is a <WeaponEffect_Num:[StateArg1]%> chance to draw 1 of their cards at random from the Draw or Discard Piles and reduce its Arithmetica Cost by 1. This effect triggers only once per turn."
Item_9736_Name,aGed,d道具_Item_A.csv,390,Item,Name,,快乐魔法秀,Happy Magic Show
State_2691_Desc,aWqs,z状态表_State_A.csv,1876,State,Desc,,队伍唯一：装备者释放狂气爆发后，获得 <WeaponEffect_Num:[StateArg1]> 点狂气与 <WeaponEffect_Num:[StateArg2]> 点银钥能量，每有 4 张手牌就重复 1 次。若当前界域为「超维」时，装备者的卡牌进入超维空间后，获得等同于装备者攻击力 <WeaponEffect_Num:[StateArg3]%> 的临时力量，每回合最多触发 2 次。,"After the wielder Exalts, they gain <WeaponEffect_Num:[StateArg1]> Aliemus and you gain <WeaponEffect_Num:[StateArg2]> Keyflare; repeat this effect once for every 4 cards in your hand.\nWhenever one of the wielder's cards enters Ultra Space, gain Temporary <PowerIconKeywords:STR> equal to <WeaponEffect_Num:[StateArg3]%> of their ATK, up to 2 times per turn."
State_2691_WeaponDesc,aWqu,z状态表_State_A.csv,1876,State,WeaponDesc,,装备者释放狂气爆发后，获得 <WeaponEffect_Num:[StateArg1]> 点狂气与 <WeaponEffect_Num:[StateArg2]> 点银钥能量，每有 4 张手牌就重复 1 次。若当前界域为「超维」时，装备者的卡牌进入超维空间后，获得 <WeaponEffect_Num:[Power:DescArg1]> 点临时力量，每回合最多触发 2 次。,"After the wielder Exalts, they gain <WeaponEffect_Num:[StateArg1]> Aliemus and you gain <WeaponEffect_Num:[StateArg2]> Keyflare; repeat this effect once for every 4 cards in your hand.\nWhenever one of the wielder's cards enters Ultra Space, gain <WeaponEffect_Num:[Power:DescArg1]> Temporary <PowerIconKeywords:STR>, up to 2 times per turn."
Item_9616_Name,aFVh,d道具_Item_A.csv,391,Item,Name,,核心熔解,Core Meltdown
State_3395_Desc,aXck,z状态表_State_A.csv,1873,State,Desc,,队伍唯一：装备者的「打击」基础伤害提高 25%，「防御」基础护盾提高 25%。打出装备者「打击」时获得装备者攻击力 <WeaponEffect_Num:[StateArg1]%> 的临时<PowerIconKeywords:力量>，打出装备者「防御」时获得装备者防御力 <WeaponEffect_Num:[StateArg2]%> 的临时<AlertIconKeywords:戒备>。若当前界域为「超维」，进入超维回合时获得一次临时<PowerIconKeywords:力量>与临时<AlertIconKeywords:戒备>。,"The Base DMG of the wielder's Strike Commands and the Base Shield of their Defense Commands each +25%.\nWhenever one of their Strike Commands is played, gain Temp. <PowerIconKeywords:STR> equal to <WeaponEffect_Num:[StateArg1]%> of their ATK.\nWhenever one of their Defense Commands is played, gain Temp. <AlertIconKeywords:Alert> equal to <WeaponEffect_Num:[StateArg2]%> of their DEF.\nTrigger both of those effects once whenever an Ultra Round begins."
State_3395_WeaponDesc,aXcm,z状态表_State_A.csv,1873,State,WeaponDesc,,装备者的「打击」基础伤害提高 25%，「防御」基础护盾提高 25%。打出装备者「打击」时获得 <WeaponEffect_Num:[Power:DescArg1]> 点临时<PowerIconKeywords:力量>，打出装备者「防御」时获得<WeaponEffect_Num:[DescArg2]> 点临时<AlertIconKeywords:戒备>。若当前界域为「超维」，进入超维回合时获得一次临时<PowerIconKeywords:力量>与临时<AlertIconKeywords:戒备>。,"The Base DMG of the wielder's Strike Commands and the Base Shield of their Defense Commands each +25%.\nWhenever one of their Strike Commands is played, gain <WeaponEffect_Num:[Power:DescArg1]> Temp. <PowerIconKeywords:STR>.\nWhenever one of their Defense Commands is played, gain <WeaponEffect_Num:[DescArg2]> Temp. <AlertIconKeywords:Alert>.\nTrigger both of those effects once whenever an Ultra Round begins."
Item_9577_Name,aFSh,d道具_Item_A.csv,392,Item,Name,,至为珍贵的藏品,Treasured Rarity
State_3046_Desc,aWJG,z状态表_State_A.csv,2046,State,Desc,,队伍唯一：每有一个敌人死亡时获得 [StateArg1] 黑印。装备者击杀敌人后，本次关卡中装备者的暴击伤害永久提高 <WeaponEffect_Num:[StateArg2]%>，至多叠加 5 层。装备者每次触发跃迁效果，使装备者本回合造成的最终伤害提高 <WeaponEffect_Num:[StateArg3]%> ，至多叠加 3 层。,"Whenever an enemy dies, receive [StateArg1] Black Sigils.\nWhenever the wielder kills an enemy, their Crit. DMG +<WeaponEffect_Num:[StateArg2]%>. This effect stacks up to 5 times, and persists between battles.\nWhenever the wielder triggers <TransitionIconKeywords:Leap>, their Final DMG dealt +<WeaponEffect_Num:[StateArg3]%> this turn, up to 3 times per turn."
State_3046_WeaponDesc,aWJI,z状态表_State_A.csv,2046,State,WeaponDesc,,每有一个敌人死亡时获得 [StateArg1] 黑印。装备者击杀敌人后，本次关卡中装备者的暴击伤害永久提高 <WeaponEffect_Num:[StateArg2]%> ，至多叠加 5 层。装备者每次触发跃迁效果，使装备者本回合造成的最终伤害提高 <WeaponEffect_Num:[StateArg3]%> ，至多叠加 3 层。,"Whenever an enemy dies, receive [StateArg1] Black Sigils.\nWhenever the wielder kills an enemy, their Crit. DMG +<WeaponEffect_Num:[StateArg2]%>. This effect stacks up to 5 times, and persists between battles.\nWhenever the wielder triggers <TransitionIconKeywords:Leap>, their Final DMG dealt +<WeaponEffect_Num:[StateArg3]%> this turn, up to 3 times per turn."
Item_9677_Name,aFZJ,d道具_Item_A.csv,393,Item,Name,,女王的戒律,Queen's Edict
State_3667_Desc,aXzi,z状态表_State_A.csv,2051,State,Desc,,队伍唯一：装备者造成的<RetaliateIconKeywords:反击>提高 <WeaponEffect_Num:[StateArg4]%> 。装备者打出卡牌后获得等同于装备者防御力 <WeaponEffect_Num:[StateArg1]%> 的<RetaliateIconKeywords:反击>，每回合最多 2 次，若其进入超维空间，装备者还会获得 <WeaponEffect_Num:[StateArg2]> 点狂气。释放狂气爆发后，所有敌人失去等同于装备者防御力 <WeaponEffect_Num:[StateArg3]%> 的临时力量。,"<RetaliateIconKeywords:Counter> gained from the wielder +<WeaponEffect_Num:[StateArg4]%>.\nWhenever one of the wielder's cards is played, gain <RetaliateIconKeywords:Counter> equal to <WeaponEffect_Num:[StateArg1]%> of the wielder's DEF, up to 2 times per turn.\nIf the first Command Card played in a turn belongs to the wielder, they gain <WeaponEffect_Num:[StateArg2]> Aliemus.\nAfter the wielder Exalts, inflict Temp. <ExhaustionIconKeywords:STR▼> on all enemies equal to <WeaponEffect_Num:[StateArg3]%> of the wielder's DEF."
State_3667_WeaponDesc,aXzk,z状态表_State_A.csv,2051,State,WeaponDesc,,装备者造成的<RetaliateIconKeywords:反击>提高 <WeaponEffect_Num:[StateArg4]%>。装备者打出卡牌后获得 <WeaponEffect_Num:[Counterattack:DescArg1]> 点<RetaliateIconKeywords:反击>，每回合最多触发 2 次，若其进入超维空间，装备者还会获得 <WeaponEffect_Num:[StateArg2]> 点狂气。释放狂气爆发后，所有敌人临时降低 <WeaponEffect_Num:[Power:DescArg2]> 点力量。,"<RetaliateIconKeywords:Counter> gained from the wielder +<WeaponEffect_Num:[StateArg4]%>.\nWhenever one of the wielder's cards is played, gain <WeaponEffect_Num:[Counterattack:DescArg1]> <RetaliateIconKeywords:Counter>, up to 2 times per turn.\nIf the first Command Card played in a turn belongs to the wielder, they gain <WeaponEffect_Num:[StateArg2]> Aliemus.\nAfter the wielder Exalts, inflict <WeaponEffect_Num:[Power:DescArg2]> Temp. <ExhaustionIconKeywords:STR▼> on all enemies."
Item_9570_Name,aFRJ,d道具_Item_A.csv,394,Item,Name,,诗笺的句尾,The Last Verse
State_2447_Desc,aVYs,z状态表_State_A.csv,1878,State,Desc,,队伍唯一：装备者指令卡暴击率和暴击伤害、指令卡造成的护盾、生命回复、狂气和力量提高 <WeaponEffect_Num:[StateArg1]%>。若当前界域为「超维」，释放「湮灭」后获得 <WeaponEffect_Num:[StateArg2]> 点银钥能量。进入超维回合后，本回合下一个钥令释放 2 次。,"HP recovered & Aliemus generated by, Shield gained & <PowerIconKeywords:STR> gained from, and the Crit. Rate & Crit. DMG of the wielder's Command Cards each +<WeaponEffect_Num:[StateArg1]%>.\nThe first Posse you unleash during each Ultra Round takes effect an additional time.\nWhenever you Annihilate a card from Ultra Space, gain <WeaponEffect_Num:[StateArg2]> Keyflare."
State_2447_WeaponDesc,aVYu,z状态表_State_A.csv,1878,State,WeaponDesc,,装备者指令卡暴击率和暴击伤害、指令卡造成的护盾、生命回复、狂气和力量提高 <WeaponEffect_Num:[StateArg1]%>。若当前界域为「超维」，释放「湮灭」后获得 <WeaponEffect_Num:[StateArg2]> 点银钥能量。进入超维回合后，本回合下一个钥令释放 2 次。,"HP recovered & Aliemus generated by, Shield gained & <PowerIconKeywords:STR> gained from, and the Crit. Rate & Crit. DMG of the wielder's Command Cards each +<WeaponEffect_Num:[StateArg1]%>.\nThe first Posse you unleash during each Ultra Round takes effect an additional time.\nWhenever you Annihilate a card from Ultra Space, gain <WeaponEffect_Num:[StateArg2]> Keyflare."
Item_77888_Name,aFGV,d道具_Item_A.csv,395,Item,Name,,隐没的痛楚,Veiled Anguish
State_80161_Desc,btat,z状态表_State_A.csv,1980,State,Desc,,队伍唯一：装备者狂气爆发造成的基础伤害提高 <WeaponEffect_Num:[StateArg1]%>，银钥充能提高 <WeaponEffect_Num:[StateArg2]%>。进入超维回合后，所有唤醒体获得 <WeaponEffect_Num:[StateArg4]> 点狂气。释放「湮灭」后，装备者获得 <WeaponEffect_Num:[StateArg3]> 点狂气。,"The Base DMG of the wielder's Exalt +<WeaponEffect_Num:[StateArg1]%>, and their Keyflare Regen +<WeaponEffect_Num:[StateArg2]%>.\nWhenever an Ultra Round begins, grant all Awakeners <WeaponEffect_Num:[StateArg4]> Aliemus.\nWhenever you Annihilate a card from Ultra Space, the wielder gains <WeaponEffect_Num:[StateArg3]> Aliemus."
